precipitation,temperature,relative_humidity,wind_direction,wind_speed,cell_id,quarter,burn_value
0.10431158340797,-5.187595594168496,80.75689959357192,166.1950387834766,10.271269391242178,1,1,0.0
0.0609799510650337,-3.383520308243986,73.50772786345391,220.6995578116693,8.261369755494007,2,1,0.0
0.0383239889900761,-0.6311115034402336,72.62274447402095,163.2762629318131,5.044251010159355,3,1,0.0
0.0376171649948858,-3.158407734855945,73.50772786345391,220.6995578116693,8.261369755494007,4,1,0.0
0.0677367282310597,-4.389699047839171,82.87682468528368,159.65045656008078,5.786059969006334,5,1,0.0
0.1022033187695838,-3.425849000397193,89.57889800962091,122.65316209894526,5.765309038351209,6,1,0.0
0.055679836257693,-6.419952889945971,82.56654610277964,180.14102403857746,7.713384717569467,7,1,0.0
0.0598200136295424,-2.947757301760547,76.93604998587301,151.4069434423369,7.191758912996616,8,1,0.0
0.0456043956043956,-1.2954212454212457,75.3827838827839,172.91208791208788,5.656089743589742,9,1,0.0
0.0662571229546797,-5.250741447615164,78.78955990132539,183.75088977111085,5.407459734930355,10,1,0.0
0.0002831524303916,-5.456356742947136,82.9290396423973,148.49551101973324,3.730852277904892,11,1,0.0
0.1022033187695838,-3.425849000397193,89.57889800962091,122.65316209894526,5.765309038351209,12,1,0.0
0.0524999291135611,-5.608327071039689,82.42034455583806,161.36625157929768,7.440466771204266,13,1,0.0
0.0514461294297737,-3.4291951658318536,79.25076774827193,125.21557006177008,6.685303036480804,14,1,0.0
0.0551802638875771,-1.204705275826789,76.77959799862775,5.217689176397048,6.20418885992494,15,1,0.0
0.0466495509652311,-3.187530473589172,79.76287262809792,133.64444533202635,5.088789149836259,16,1,0.0
0.0586666035259416,-4.215843711773754,84.05771981717471,153.18640291764802,4.837244046004456,17,1,0.0
0.0561364303830289,-3.870877799826618,85.81377312245782,142.99824063316044,4.647172149695822,18,1,0.0
0.0493200219694292,-4.796701252133408,82.27414300889646,142.59147912001794,7.167548824839064,19,1,0.0
0.0478533594533042,-3.4097975296018466,76.50946262255003,103.3996149956633,6.588598391393592,20,1,0.0
0.053546130306441,-2.599859115501202,75.76806194279705,119.28371987288185,6.609973638736811,21,1,0.0
0.0625004727885094,-2.100672980597929,80.58764022787351,117.76917723629111,5.960406186541676,22,1,0.0
0.0659228199491113,-2.7304276561355243,84.93338171535528,157.8460487808028,4.445355132831366,23,1,0.0
0.0329614099745556,-3.952255580466282,84.96422112584847,176.32508842603642,3.5049373299117352,24,1,0.0
0.0447104375676837,-4.824347588777053,78.22723126822717,166.90069926659646,5.918481359001639,25,1,0.0
0.0390597925029062,-4.227986060845343,70.4746468601259,162.3896766905749,6.39405748941677,26,1,0.0
0.0554197017877055,-3.996821586501597,78.63133696406835,171.32437129117216,6.0475650889898205,27,1,0.0
0.0663983345288398,-2.366886009831474,80.0499409696375,190.24379375167356,7.231674566868724,28,1,0.0
0.0560842554383268,-3.660462462894828,83.15214198632088,174.1718084603761,5.025304534886403,29,1,0.0
0.0,-5.17408350479704,84.99506053634167,194.80412807127,2.564519526992105,30,1,0.0
0.0662571229546797,-5.250741447615164,78.78955990132539,183.75088977111085,5.407459734930355,31,1,0.0
0.0242048128437197,-5.021961594514298,81.37057530256094,178.8707514846821,4.704859386820368,32,1,0.0
0.0554197017877055,-3.996821586501597,78.63133696406835,171.32437129117216,6.0475650889898205,33,1,0.01
0.0920158672753562,-4.370452680815271,82.63018472394909,153.79326323775808,5.859668912853418,34,1,0.0
0.052804733934732,-3.9704740651479287,82.55839540997609,179.6137283535672,5.218621002238083,35,1,0.0
0.0,-5.17408350479704,84.99506053634167,194.80412807127,2.564519526992105,36,1,0.0
0.1217310090509436,6.066271829676221,70.88974052499782,186.88070931999383,10.9970759471301,1,2,0.0
0.0789569873133075,10.149119230861205,56.8898895286028,194.7817261505662,7.600655278400307,2,2,0.55
0.0613970425299007,13.895787171377542,57.93500234952741,179.1238824499029,5.880734540164609,3,2,0.01
0.1058353614716205,10.978646476116124,56.8898895286028,194.7817261505662,7.600655278400307,4,2,0.0
0.1233649577977896,9.354072778261855,67.13958103430073,166.43343276384448,6.607735631427785,5,2,0.8
0.0966506543102287,10.515843939748196,70.83830382383573,138.80258688120392,7.611581531943234,6,2,0.0
0.0709140168865052,7.000222422855127,66.5149579479838,226.31255685035677,9.137868602016251,7,2,0.0
0.0653811239371458,10.952541531547093,60.7718746190317,189.294389288922,8.93372830488199,8,2,0.04
0.0617858807858807,13.634195499535924,54.08620269801121,165.40675597452193,6.170470501130075,9,2,2.03
0.1033806634682861,8.40567689394783,68.16208171092669,187.91443501353143,6.195168343550913,10,2,0.02
0.1967778591024147,7.978926339603199,68.96932628430267,171.86582889271688,4.019691471301238,11,2,0.0
0.0966506543102287,10.515843939748196,70.83830382383573,138.80258688120392,7.611581531943234,12,2,0.0
0.0492178250792105,8.695229109811184,65.13887900989839,158.1073416445795,10.36764197831176,13,2,0.0
0.0123450060057285,11.281633275782491,59.96512069556096,186.4473100697816,15.540267505384168,14,2,0.01
0.0641137883639162,13.837138990055244,59.12220858853796,186.10778420733052,7.209025759948412,15,2,0.04
0.1010367769498757,11.262345703185392,63.5429381029202,178.0917476324642,6.14618060894689,16,2,1.04
0.1189837174774526,9.839059491520995,68.83614576297188,169.43669621541812,6.240747078899801,17,2,0.0
0.1241847354805081,10.316853690712051,69.06083378032027,163.27744994938033,6.255939990682765,18,2,0.0
0.0643944523453979,7.80383163079593,68.93655838615038,61.56215801360013,6.424789827534865,19,2,0.01
0.057190567605405,10.59418316911554,62.539236014488026,154.83476925184524,8.93700876629356,20,2,0.1
0.0644807738737483,11.895856523061449,61.96229365764333,184.43575428516976,8.930148393448926,21,2,0.01
0.0677559137288661,13.73893459480078,63.46940685953516,176.14169842529407,6.287950369040992,22,2,4.7
0.0791256930288809,12.45579079278476,67.37487123282243,179.16393407422018,7.136546968803819,23,2,0.02
0.0877127318076551,11.903469670440948,67.11153353828887,179.70816979902952,5.293157371779814,24,2,0.0
0.0848320502547281,8.748841498358201,66.49290742658953,158.18225901775693,6.121437487855627,25,2,0.02
0.0879090237065775,9.454128779828483,62.13305638770284,185.22182471666864,6.573951972306796,26,2,0.0
0.0877147711212657,10.18106025227338,66.11550813447893,183.2565575117892,6.388070089003827,27,2,0.01
0.0935552774187712,13.010525046579575,66.62878895877158,179.9660981468983,6.397348336156327,28,2,0.01
0.0342288961038961,15.65228354978355,60.751758658008654,159.3289772727273,4.408880411255412,29,2,0.0
0.1497836062901884,7.602334668754523,73.20797072403549,200.631598050141,4.3340447352802105,30,2,0.0
0.10200879078212,8.415723135932144,68.7977573275217,188.61575558361787,5.61652097710709,31,2,0.82
0.085015934184817,9.32168244687625,66.10425760498318,197.32929775714112,5.87048717447376,32,2,0.0
0.0877147711212657,10.18106025227338,66.11550813447893,183.2565575117892,6.388070089003827,33,2,0.02
0.0843788491748973,8.937904735809203,69.5959295864581,170.50900942644867,6.710492873078427,34,2,1.1
0.0904866572469382,11.300762000231714,67.54611198181846,177.60892072405383,5.462691588942594,35,2,0.0
0.0920062511970422,11.627309109269037,66.97986469102207,179.98028766143415,4.371462573267811,36,2,0.02
0.0120487048056992,13.887225657502553,51.50211452768389,198.65074258128047,12.65821962659615,1,3,0.82
0.0071904954857829,17.859656906353106,37.5787299028317,204.2494915940059,8.428571428571429,2,3,4015.05
0.0040449725208891,21.239173862322676,38.873564818838005,178.99774979393962,5.728610007294406,3,3,35.82
0.0090203278591992,18.521316079090813,37.5787299028317,204.2494915940059,8.428571428571429,4,3,0.01
0.0147606739616949,16.8570284144729,45.9064105939726,165.44218026908834,7.101584714002091,5,3,0.0
0.0156721782890007,17.99641119125303,47.72709273113659,120.9816704982054,8.160219971138375,6,3,2500.3
0.0083303049694135,14.90142892693216,47.93373610573467,240.69852637178303,9.372894003312767,7,3,0.0
0.0064035008983756,17.73156443812603,43.48894746918906,194.1739023119542,9.221931581543728,8,3,2.88
0.0043379996471297,21.41079917865504,36.2721975783622,147.51564874138563,6.182007008687454,9,3,2.81
0.0103589808079244,15.43906863270352,50.03285020775541,202.4234985851996,7.040216397001337,10,3,465.03
0.0173393584608537,15.996222642682026,46.46628739700271,178.57457016982536,3.7186958021609353,11,3,0.0
0.0156721782890007,17.99641119125303,47.72709273113659,120.9816704982054,8.160219971138375,12,3,0.06
0.0076438795607847,14.570015411875596,49.890185158142366,205.9301957720964,10.094515729068023,13,3,0.0
0.0033473863662542,13.459860981523718,52.76674038749511,186.0130313083143,14.757897199760407,14,3,1.19
0.0063116370808678,21.490898021820023,39.49554896337786,203.0921257929705,7.42532179658348,15,3,56.25
0.0094748029319532,18.75376795084504,43.92728069322866,181.8083071963088,6.193876836569195,16,3,0.09
0.0130991390551923,17.215888436250786,47.89893741388496,169.85385798634832,6.3805688371783535,17,3,0.01
0.014012525137615,17.808161704099877,47.18763314926147,158.99731112006452,6.16068631723736,18,3,0.07
0.0112539473466863,15.34875632717091,48.970078981197325,191.0790296361918,6.152755984130895,19,3,0.0
0.0074661213426931,16.64243819185319,47.002685943207226,190.54574343651467,8.733190907739205,20,3,4.66
0.0061461116734742,17.568137143875436,47.8054755419906,193.6388007304369,8.440119086348279,21,3,0.02
0.0100961759005432,19.677023865482703,46.77301801810698,188.13250178410132,5.870736165643607,22,3,4.91
0.0090260386629904,19.431851278364576,47.36951931964513,177.43569269216283,6.603143178412769,23,3,0.04
0.0150068715578221,17.74671576514262,49.091062659789294,188.60266465785435,5.780147135914944,24,3,0.0
0.0099015431129567,15.848727659581732,49.04226498253259,200.17805472039947,6.104477625089292,25,3,0.43
0.0089515145769638,16.27023743689811,46.778375440758616,181.99878700858213,6.596788650482036,26,3,150.05
0.0117629449509941,17.00626152199074,49.58929246061856,198.1367870399311,6.029436912895902,27,3,0.0
0.0059739086698108,19.051552135259897,52.18123737633084,203.45125881188068,4.980468698567189,28,3,0.23
0.0190731191885038,18.733794026486333,48.045766413074105,168.55092983939136,4.4740109890109885,29,3,1.38
0.016921456821972,15.074501990576955,51.85790224664866,219.82137144200885,6.263287240321072,30,3,0.0
0.0098104507522192,15.512305394701151,50.68776086721809,212.5937627553372,5.64174997959146,31,3,2.39
0.0095902597759576,16.26361147955675,49.73284464095636,215.04063948148672,6.0266158861527765,32,3,0.04
0.0117629449509941,17.00626152199074,49.58929246061856,198.1367870399311,6.029436912895902,33,3,1.73
0.0225360967812441,16.4396450362482,49.66471238442841,192.05646285777487,6.513874416381606,34,3,8.11
