oof_rf,oof_xgb,oof_cat,oof_et
0.05,0.023311549797654152,0.0135133255288233,0.03333333333333333
0.03610423116615067,0.030064506456255913,0.011891581136798612,0.02
0.4804808274956329,0.3793940246105194,0.4280349039013152,0.4266666666666667
0.6993353342069258,0.8458589315414429,0.8349163519912871,0.5666666666666667
0.016666666666666666,0.017027126625180244,0.006328470348464148,0.016666666666666666
0.25607273678702247,0.2533916234970093,0.12898542656413559,0.17
0.2632897663454834,0.17135661840438843,0.27607205474635405,0.31
0.8223764701785312,0.9604983329772949,0.9560215422395016,0.8966666666666666
0.016666666666666666,0.015038073994219303,0.016491692216733324,0.03333333333333333
0.04,0.02932167612016201,0.03264837821544076,0.02666666666666667
0.3916024868148508,0.3375990390777588,0.39593946971538463,0.36
0.7246570028338055,0.8468343615531921,0.8958683874816441,0.7866666666666666
0.14666666666666667,0.1524181365966797,0.18459473023694153,0.11666666666666667
0.16666666666666666,0.12796218693256378,0.05838295386776195,0.12
0.8633333333333333,0.9236862063407898,0.9219047651609024,0.9033333333333333
0.8366666666666667,0.931712806224823,0.9782919462987834,0.92
0.21666666666666667,0.24269910156726837,0.2059792716154319,0.32666666666666666
0.25041933951057255,0.13857965171337128,0.27617957557166783,0.47333333333333333
0.3956861215666353,0.4409916400909424,0.5295060931334374,0.5066666666666667
0.9225787429132689,0.9709805846214294,0.9378845105200427,0.8
0.15,0.05493689328432083,0.07959540159193058,0.2320196759259259
0.03,0.03183580935001373,0.028184208118240975,0.09666666666666666
0.5363392647404275,0.7943456768989563,0.733561953072869,0.68
0.6733333333333333,0.8562031984329224,0.9006580817672293,0.68
0.19041137752703338,0.05003854259848595,0.08092995831577023,0.23
0.04,0.03497512638568878,0.01944013360184358,0.03666666666666667
0.7054273287270874,0.8706209659576416,0.910096473346258,0.84
0.7266666666666667,0.9570048451423645,0.9538686699305312,0.7133333333333334
0.08666666666666667,0.036306943744421005,0.013981291390448788,0.04
0.07482906257275258,0.028607841581106186,0.05831970878917791,0.09666666666666666
0.6230700788470727,0.7188849449157715,0.7326644758394815,0.5666666666666667
0.7514649034917114,0.745472252368927,0.7933153316030775,0.7566666666666667
0.11,0.09608078002929688,0.0956038161589397,0.03333333333333333
0.17,0.143249973654747,0.08421879582184745,0.07
0.6421318559225815,0.6916970014572144,0.7119663879773057,0.44
0.7630141182546387,0.9125018119812012,0.8466867071469134,0.7933333333333333
0.10132152085640458,0.042132169008255005,0.08879576998645426,0.12333333333333334
0.047086006177239244,0.018230121582746506,0.03977739602288276,0.10333333333333333
0.728982510649433,0.8494846224784851,0.8349278353791297,0.6533333333333333
0.8586465317205981,0.9516270756721497,0.9239325643440466,0.78
0.09666666666666666,0.07053443789482117,0.07214896422205799,0.14
0.056666666666666664,0.03177645802497864,0.03062563823316449,0.043333333333333335
0.6020025600511,0.7379326820373535,0.84678723075838,0.6266666666666667
0.8464745744159201,0.9366462826728821,0.8631168766245136,0.8733333333333333
0.08041137752703338,0.04744848981499672,0.05465813497558047,0.056666666666666664
0.05,0.024701857939362526,0.02106242511947774,0.19666666666666666
0.720450348401929,0.8442080020904541,0.8138177201187164,0.7466666666666667
0.94,0.9828296303749084,0.9940738166710843,0.97
0.02,0.03663662448525429,0.028755167868508638,0.04
0.05361164122137405,0.029855400323867798,0.027189508871872554,0.08666666666666667
0.6714116590136646,0.8026026487350464,0.6873512379913337,0.5566666666666666
0.9064308890330953,0.9670462608337402,0.9819670167005491,0.9366666666666666
0.1,0.06625795364379883,0.1936413965485848,0.11666666666666667
0.02,0.01211161445826292,0.017750553217509034,0.05
0.8809979766670805,0.9200151562690735,0.9045813298578108,0.84
0.78,0.9594060182571411,0.9416631841789002,0.78
0.07666666666666666,0.07237005978822708,0.10099392492081702,0.056666666666666664
0.13505862928552217,0.07440458983182907,0.1169499790711597,0.08
0.791077249057576,0.9338434338569641,0.816442207089365,0.5433333333333333
