iter	Logloss
341	0.1967474163
342	0.1965042692
343	0.1962521258
344	0.1957105408
345	0.1953963853
346	0.1950237019
347	0.1947349232
348	0.1944366413
349	0.1938917671
350	0.1933403147
351	0.1928039559
352	0.1921573533
353	0.1919792994
354	0.1913535885
355	0.1908858069
356	0.1904168033
357	0.1900125418
358	0.1895133641
359	0.1891408237
360	0.1889526424
361	0.1886847555
362	0.1881994103
363	0.1879250882
364	0.1875737125
365	0.1871836215
366	0.1867850412
367	0.1866714564
368	0.1861789219
369	0.1859129721
370	0.1855785619
371	0.185400144
372	0.1850748081
373	0.1846089896
374	0.1841731111
375	0.1836407043
376	0.1831021614
377	0.1824891779
378	0.1821034421
379	0.18177197
380	0.1813477399
381	0.180783638
382	0.1802599546
383	0.1800452914
384	0.1798458128
385	0.1793275765
386	0.1786898662
387	0.1782836417
388	0.1773754444
389	0.1769477821
390	0.1763678718
391	0.175804784
392	0.1754506392
393	0.1752512646
394	0.1749721453
395	0.1746851217
396	0.1742982678
397	0.1738695655
398	0.1735036943
399	0.173313927
400	0.1728842757
401	0.1723348643
402	0.1719718922
403	0.1714805538
404	0.1711422306
405	0.1708337043
406	0.1703785981
407	0.1700229582
408	0.1695543186
409	0.1692572197
410	0.1688438059
411	0.1683534946
412	0.1680716972
413	0.1676584264
414	0.1670855753
415	0.1667593294
416	0.1664670407
417	0.1660071893
418	0.1657090244
419	0.1653036969
420	0.1649934415
421	0.1647462123
422	0.1643201231
423	0.1638494554
424	0.1636860139
425	0.1632151122
426	0.1626525315
427	0.1621159256
428	0.1618132495
429	0.1614280467
430	0.1611365379
431	0.1609359282
432	0.1605650649
433	0.1602842165
434	0.1600416024
435	0.1597505097
436	0.1594405534
437	0.1590784003
438	0.1589530241
439	0.1586770249
440	0.1581971009
441	0.1575833505
442	0.157179453
443	0.1567049372
444	0.1563619077
445	0.155980657
446	0.1556546841
447	0.1554060509
448	0.1552270869
449	0.1547985926
450	0.154569889
451	0.154390886
452	0.1540324901
453	0.1535010973
454	0.1533387349
455	0.1531170255
456	0.1526585912
457	0.1524386369
458	0.1522940461
459	0.1520247031
460	0.1514839111
461	0.1513574689
462	0.1510499046
463	0.1508252831
464	0.1506367118
465	0.1503543814
466	0.1499495739
467	0.1497443621
468	0.1495694412
469	0.1493600563
470	0.1490803389
471	0.148723789
472	0.1483409263
473	0.1480403953
474	0.147733429
475	0.1475420366
476	0.1474291149
477	0.1472504499
478	0.1468589289
479	0.1462904719
480	0.1460626523
481	0.145932024
482	0.1457015003
483	0.145484835
484	0.1451494369
485	0.1447797695
486	0.1446614656
487	0.144434127
488	0.1441825036
489	0.1438760184
490	0.1435224716
491	0.1434229403
492	0.1432621379
493	0.1428886095
494	0.1424426166
495	0.14233418
496	0.1421277461
497	0.141854581
498	0.1414992922
499	0.1412065484
500	0.1410336816
501	0.1409128946
502	0.1407378178
503	0.1404375207
504	0.14008569
505	0.1396383971
506	0.1393635809
507	0.1390298078
508	0.1389072657
509	0.1387715802
510	0.1385664594
511	0.1382783958
512	0.1381007968
513	0.1378702471
514	0.1377624476
515	0.1375545836
516	0.1374101748
517	0.1371388428
518	0.1369878557
519	0.1366501175
520	0.1363268877
521	0.1360262397
522	0.1358651643
523	0.1354017508
524	0.1350898834
525	0.1349088394
526	0.1346770547
527	0.1345487404
528	0.1343594931
529	0.1341151499
530	0.1339257466
531	0.1337408675
532	0.1334848369
533	0.1333029219
534	0.1327829695
535	0.1324936839
536	0.1321887587
537	0.1317930385
538	0.1316008141
539	0.1313381533
540	0.1309650669
541	0.1307182927
542	0.1305907974
543	0.1303478583
544	0.1299389947
545	0.129768845
546	0.1295738125
547	0.1293505431
548	0.1289454106
549	0.1286173706
550	0.1284027335
551	0.1282941148
552	0.1279411141
553	0.1276773353
554	0.1273874386
555	0.1271484386
556	0.1268713214
557	0.1263766289
558	0.1262703244
559	0.1261780993
560	0.1259050382
561	0.1256389453
562	0.1252723201
563	0.1250630261
564	0.1248591793
565	0.1245598833
566	0.1241956112
567	0.1239723677
568	0.1238440015
569	0.1235158965
570	0.1233252712
571	0.1230338534
572	0.1227913694
573	0.1225277986
574	0.122330101
575	0.1220081712
576	0.1217928451
577	0.1215891153
578	0.1214414173
579	0.1211557458
580	0.1209606223
581	0.1206255361
582	0.1204666968
583	0.1202163995
584	0.1200022434
585	0.119782029
586	0.1194250631
587	0.1192570845
588	0.1190113893
589	0.1188865072
590	0.1185704796
591	0.118341516
592	0.118283079
593	0.1181158935
594	0.1179869812
595	0.1178352141
596	0.1174869455
597	0.1171570205
598	0.1168379898
599	0.1166076352
600	0.1163594829
601	0.116153309
602	0.1155917683
603	0.1154527807
604	0.1152074495
605	0.1148650051
606	0.1146585192
607	0.1143445197
608	0.1140219399
609	0.1137290402
610	0.1135107499
611	0.1131718806
612	0.1130060601
613	0.1127911369
614	0.1124841317
615	0.1122678305
616	0.1121289728
617	0.1119999695
618	0.1118727213
619	0.1116447587
620	0.1112415242
621	0.1110293182
622	0.1108371718
623	0.1105555824
624	0.1104227699
625	0.1102900355
626	0.1100621639
627	0.1097451873
628	0.1096120369
629	0.1094701502
630	0.1092814359
631	0.1090599345
632	0.1088581613
633	0.1084352767
634	0.1079512185
635	0.1077446936
636	0.1076551142
637	0.1073819295
638	0.1071453737
639	0.1069884454
640	0.1067844426
641	0.1066214042
642	0.1063917905
643	0.1061857467
644	0.1060593824
645	0.1056438951
646	0.1053868765
647	0.1050088694
648	0.104772515
649	0.1044540434
650	0.1042527772
651	0.1038803473
652	0.1037234516
653	0.1034648469
654	0.1031671305
655	0.102897885
656	0.1026520988
657	0.1024712303
658	0.1022773093
659	0.1020391154
660	0.1016958779
661	0.1013211015
662	0.101082017
663	0.1009150719
664	0.1006678297
665	0.1003436834
666	0.1001672285
667	0.09990612127
668	0.09966695229
669	0.0994662711
670	0.09931558958
671	0.09907122693
672	0.09873281265
673	0.09856296848
674	0.09842611942
675	0.09801120409
676	0.09762553323
677	0.09742524855
678	0.09716827548
679	0.09695520487
680	0.09666224011
681	0.09624410716
682	0.09603191409
683	0.09585811779
684	0.09556466551
685	0.09538704709
686	0.09509408882
687	0.09497832646
688	0.09477929632
689	0.0943349415
690	0.09415463849
691	0.09395661589
692	0.09361949515
693	0.09346579752
694	0.09323184172
695	0.09293033567
696	0.09276984532
697	0.09244045333
698	0.09221203572
699	0.09208895411
700	0.09189376561
701	0.09179134819
702	0.09170185971
703	0.09148008531
704	0.09123549516
705	0.09088716154
706	0.09067718504
707	0.09061491946
708	0.09044369725
709	0.09034233287
710	0.0901751148
711	0.09003845424
712	0.08967680818
713	0.08942033563
714	0.08921199068
715	0.08905806555
716	0.08883616765
717	0.08870810038
718	0.08845116632
719	0.0882228787
720	0.08808577613
721	0.08794523495
722	0.08759915691
723	0.08745418907
724	0.08733598913
725	0.08709478559
726	0.08693047961
727	0.08674829154
728	0.08656850854
729	0.08646752117
730	0.08624772934
731	0.08603914389
732	0.08578019475
733	0.08559116195
734	0.08534463473
735	0.08521084727
736	0.08511337002
737	0.08493339852
738	0.08472920071
739	0.08464644645
740	0.0844290142
741	0.08428866152
742	0.08419159378
743	0.08406430004
744	0.08375333617
745	0.08354037607
746	0.08337242997
747	0.08319438903
748	0.08303870884
749	0.08281880651
750	0.08259138993
751	0.0824166836
752	0.08231314165
753	0.08221997404
754	0.08202914718
755	0.08183557073
756	0.08144887933
757	0.0811418936
758	0.08105607123
759	0.08076753311
760	0.08053513086
761	0.08030103206
762	0.08019000186
763	0.07996560137
764	0.07981401632
765	0.07957525036
766	0.07935961867
767	0.07913374264
768	0.0788716539
769	0.07861567536
770	0.07832046152
771	0.07812740508
772	0.07787195956
773	0.07766084552
774	0.07757224107
775	0.07746689856
776	0.0773063237
777	0.07713977515
778	0.07685732773
779	0.0766164362
780	0.0763585011
781	0.07618919645
782	0.07598799524
783	0.0758188141
784	0.07561635835
785	0.07540363226
786	0.0751919982
787	0.07498825541
788	0.0749040126
789	0.07481820974
790	0.07462577082
791	0.07445133751
792	0.07427743721
793	0.07420084515
794	0.07408929493
795	0.07393496029
796	0.07366357624
797	0.07350987211
798	0.0733505453
799	0.07307056797
