quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.1737381103617393,TN,0.0456043956043956,-1.2954212454212457,75.3827838827839,172.91208791208788,5.656089743589742
2,2,1,0.8615883445779712,TP,0.0617858807858807,13.634195499535924,54.08620269801121,165.40675597452193,6.170470501130075
3,2,1,0.8731117250495778,TP,0.0043379996471297,21.41079917865504,36.2721975783622,147.51564874138563,6.182007008687454
4,0,0,0.1877799377826317,TN,0.0391204837781332,2.044967469524692,74.33084132372913,173.12942313837252,6.104760432459524
5,0,0,0.1698513870523403,TN,0.0670561499299569,-1.1877856472501225,79.38229808073392,164.50184462644697,4.882280664133793
6,7,1,0.8627237179031783,TP,0.0201711960693996,15.043934244598384,48.32912226926205,162.61183415263633,6.859818332389578
7,10,1,0.8604781644112193,TP,0.0317216117216117,18.93368381618381,48.86345321345322,134.97814685314685,6.132713120213121
8,0,0,0.1817299321776218,TN,0.0550354484225451,3.587108563479531,76.3183172475924,163.81512301663878,5.306280285655528
9,0,0,0.173324443373675,TN,0.0239462517101114,-1.6507257128048702,72.48055253185588,161.47070663033958,5.090229577761772
10,0,1,0.8709754564073108,FP,0.0327235772357723,14.383491280638935,48.25510445204471,179.24270848695414,6.625769268217786
11,0,1,0.8795289384217889,FP,0.0500503663003662,18.70349850352899,54.17197634682391,197.51303660770125,6.058821249888323
12,0,0,0.210923716471191,TN,0.0422353372421771,2.5659674646678754,74.9485185547087,189.24914443741395,6.2977083734778665
13,0,1,0.6440576397412374,FP,0.0404521808787937,0.7769974266136919,67.30465403116256,193.05405086374145,6.089071025297893
14,0,1,0.4419043623497571,FP,0.063911328880644,12.502106537905506,52.418084613868935,187.9861966376797,6.527072518157064
15,9,1,0.8799883486458006,TP,0.0216378173947582,19.916125531763917,44.85072990205039,194.38642911018837,6.228842065751928
16,0,0,0.1984042846091404,TN,0.0555860805860805,3.588369963369964,76.61950549450549,188.42399267399267,5.790018315018315
17,0,0,0.1973881865922044,TN,0.0205909725353605,1.0711749848180196,66.19498605666317,184.82917706165173,5.8531871254827
18,0,1,0.8653164180537499,FP,0.0124700025223075,15.276007201799269,41.63585656829909,190.37268618726543,6.442132512106462
19,7,1,0.883710481242226,TP,0.0168499952299822,20.656248772279223,43.97407028839923,191.9288326428769,5.7373342166944585
20,0,0,0.1853418683775036,TN,0.0629920088328572,2.116772446104746,75.20576442771811,170.0613715968037,5.127035819794278
21,0,0,0.2621294477036008,TN,0.0331047937569676,0.8386566332218508,69.86326743908265,166.64997710622714,6.014916089345437
22,0,1,0.7753951975855966,FP,0.0181007621372668,9.677379578672634,47.20480433167085,188.6832863647548,6.856261888538207
23,3,1,0.8780675421084249,TP,0.0121718492136339,21.986835399457043,43.167794455930206,203.13818669565663,5.978703298612209
24,5,0,0.2560597969807054,FN,0.0385093167701863,1.1278547539417108,71.87577639751552,191.46153846153845,4.955805064500717
