quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.1748102524505657,TN,0.0329614099745556,-3.952255580466282,84.96422112584847,176.32508842603642,3.5049373299117352
2,0,0,0.330729108333854,TN,0.0877127318076551,11.903469670440948,67.11153353828887,179.70816979902952,5.293157371779814
3,0,1,0.4316137383598869,FP,0.0150068715578221,17.74671576514262,49.091062659789294,188.60266465785435,5.780147135914944
4,0,0,0.1714605398611624,TN,0.0667823133327856,0.5065109715310058,89.90801591294276,176.91221172045107,3.183705595670483
5,0,0,0.1703561759605887,TN,0.0515672396359959,-2.503509105565441,87.61378447959629,167.12399124419258,3.093143939966573
6,0,1,0.7560451769377202,FP,0.1055068645464776,10.510343526206857,68.16798664776474,186.1484727080075,5.229007901658343
7,788,1,0.8696123990682683,TP,0.0726354982343006,14.699854137878088,67.50312287512887,194.8954618236056,4.916644869601456
8,0,0,0.1724366352629617,TN,0.0532112848821021,3.979239225507381,89.15186501746848,164.531342758089,3.333980750182635
9,0,0,0.2768441226317915,TN,0.0206538531526361,-3.878207491863479,79.98074591858293,177.5681630637894,3.618362705837012
10,0,1,0.8188464835036562,FP,0.0871331108456857,10.597163469114443,65.65273647342671,187.91951518389183,4.934578862584508
11,0,1,0.8719343294367047,FP,0.1315961716068239,14.601618890932029,74.0573307206896,190.08398160949295,4.369210388774049
12,0,0,0.1660855922867469,TN,0.0715090328588459,-0.3482440089770137,88.25459730478218,178.8819933203184,2.3921240804872506
13,0,0,0.1690349754524492,TN,0.0229746887041988,-2.022697270597999,87.35620215631033,178.12719505466694,3.511922866450123
14,0,0,0.2761130663243644,TN,0.1149285192619206,8.922776080530523,71.59677317566668,187.72818303110463,5.205384891646204
15,0,0,0.3145031606595845,TN,0.0810331815773463,15.171803599273662,69.34125347696403,148.99999576997286,4.250808426809329
16,0,0,0.1980550708755655,TN,0.0928612855632604,0.4206932396827475,63.9408029573182,170.60885817378494,3.372224485840201
17,0,0,0.1839930588638781,TN,0.0220501470248963,-2.2334118964158214,62.17906973686681,178.00781345673806,4.276843688284861
18,0,1,0.3945961796034478,FP,0.0760464739801352,11.08858938944256,57.792690186360176,191.74383240896185,5.795091531198983
19,0,1,0.8775029647493634,FP,0.0529216181894303,16.190244105964823,63.62966170028591,195.2904442504636,5.302023674067646
20,0,0,0.1657065329116295,TN,0.1284730458675252,-1.0537896982560442,88.82621289101988,177.8481512226054,3.99637069109336
21,0,0,0.1710876700102805,TN,0.0250243407583475,-2.1514666032857823,86.33123883424429,180.5348922430693,3.6092242774649543
22,0,0,0.3320684385523894,TN,0.0203422385609753,6.289683201561656,62.28206418144634,177.94693570034997,5.972186990068734
23,0,1,0.8505876162963759,FP,0.041946074907471,17.713214114262474,60.68237278497101,194.8109217789225,5.244262290290029
24,0,0,0.1708452523778169,TN,0.0447183594437599,-1.6784084713542262,84.81610253354128,175.41321017925597,3.5080859770088244
