quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.1783837997672858,TN,0.0560842554383268,-3.660462462894828,83.15214198632088,174.1718084603761,5.025304534886403
2,0,1,0.3811257891818532,FP,0.0342288961038961,15.65228354978355,60.751758658008654,159.3289772727273,4.408880411255412
3,1,1,0.8510409297012367,TP,0.0190731191885038,18.733794026486333,48.045766413074105,168.55092983939136,4.4740109890109885
4,0,0,0.176127687301402,TN,0.0714433766233766,3.870897113997114,92.4988888888889,183.35740259740257,2.797457431457432
5,0,0,0.1712839988260985,TN,0.0684533143340761,-2.595639616946877,85.21245941392023,170.4729924894538,4.5424978173639206
6,0,1,0.7845834696761028,FP,0.0733056964064957,10.286211030451252,70.44384260142087,207.2043397956433,5.611680161916022
7,3956,1,0.8815542684749137,TP,0.0613647725940289,13.971444068868236,67.06591807991995,210.5837300044621,5.657602246550132
8,0,0,0.1955010907210125,TN,0.0,10.65,88.0,135.0,3.75
9,0,0,0.2467189634526146,TN,0.0273114688153365,-4.488341903509107,80.20783296817753,185.95719045584,4.693961333313398
10,0,0,0.2736468836125945,TN,0.0582922885632331,9.64200851030576,65.9562199143955,200.254071262816,6.0051356745737845
11,0,1,0.8292191246019024,FP,0.1073900867479176,13.67445451945638,73.93070496466312,199.2221080493333,5.3395230026355
12,0,0,0.1676861369683206,TN,0.0531153437100409,-1.0141860472994706,87.63327078997675,181.63307096817817,4.471938560690925
13,0,0,0.1710393936949498,TN,0.0289006751393278,-3.169077980060057,84.37586247254353,184.33051644009,4.307393677807042
14,0,0,0.277291346673177,TN,0.088718660452021,7.9385064193096895,71.23435945341686,196.3469508681195,5.912163114167639
15,0,1,0.4727465721184219,FP,0.0542474195918462,14.591642044756778,67.33285034032329,181.57172416832253,5.30940407063432
16,0,0,0.1743767817561975,TN,0.0692343393989438,-0.1373364363406262,79.23132936416903,178.83474582728476,5.0327154382092525
17,0,0,0.1713370294473603,TN,0.0276626707779808,-2.940559877999213,73.32796783309723,183.19011412011108,5.2543225188104
18,0,1,0.8400941738297848,FP,0.0444098101536841,10.27448722831992,58.578627053844215,195.31956816439512,6.11196129018996
19,10723,1,0.8783857847084083,TP,0.039236915396195,15.50614597686853,61.82957871345142,200.15284313189292,5.483955807700223
20,0,0,0.2021601412527978,TN,0.0981680046540367,-1.7688731827249715,87.11013456602561,179.32688084807904,5.397246826962223
21,0,0,0.3201044177670571,TN,0.035810233416491,-2.783869055775257,85.13623609072803,188.01683370138545,4.759051617532892
22,0,0,0.2608471579979094,TN,0.0297069792669696,5.281212601374221,62.01676666786492,176.28593312195,6.215445118084547
23,61,1,0.8221047959411611,TP,0.0297734375704968,17.310303816454454,58.68397086492092,198.073245645004,4.753121746610946
24,0,0,0.1963050523466192,TN,0.032955696261637,-2.180123499552875,83.40664987122187,188.5865505199817,4.070774909778387
