quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.1768645252887991,TN,0.0383239889900761,-0.6311115034402336,72.62274447402095,163.2762629318131,5.044251010159355
2,0,1,0.8535434805214038,FP,0.0613970425299007,13.895787171377542,57.93500234952741,179.1238824499029,5.880734540164609
3,35,1,0.8786881900200098,TP,0.0040449725208891,21.239173862322676,38.873564818838005,178.99774979393962,5.728610007294406
4,0,0,0.1918105615983635,TN,0.0228390991724325,2.690819426057698,72.82820008124297,148.07385789096992,4.906316297822863
5,0,0,0.1827796217432176,TN,0.0,0.4174776819986401,75.53931577838112,158.85729138950956,4.673431064292819
6,0,1,0.8678712030172233,FP,0.0526337435020069,14.829619332763048,52.02498848456933,176.81441512579235,5.9634242504002986
7,16,1,0.8753141253926862,TP,0.0225274725274725,19.35068681318681,47.69642857142856,174.73809523809524,5.448489010989011
8,0,0,0.1995745965125273,TN,0.0407445109510036,4.082546139395841,74.37939648872462,148.22042653257984,4.704369384981158
9,0,0,0.1757653067910811,TN,0.0278753125010798,-1.2238363319865533,71.52878233305185,168.5891681857386,4.568665766949263
10,0,1,0.3643534723910235,FP,0.024310170867057,14.820304058388071,50.73121627568817,177.45996905742774,4.387741585983776
11,30,1,0.8583922160978532,TP,0.0498168498168498,19.196794871794875,55.37042124542125,169.14102564102566,4.258470695970696
12,0,0,0.1861471366513034,TN,0.0261398601398601,2.958657176157176,74.08927405927406,141.9373976023976,4.056366133866135
13,0,1,0.6549766448121855,FP,0.0361358467088969,1.5335825144920885,68.28064137679334,154.98856608285567,4.883503908557231
14,0,1,0.4313337833191766,FP,0.0661172161172161,12.975732600732602,56.8209706959707,173.33287545787545,5.7566391941391934
15,45,1,0.8738896862026435,TP,0.0158623984710941,20.1889375453584,46.988162351837175,172.47118352878576,5.549956477393993
16,0,0,0.176072010622671,TN,0.0453675067447522,3.808631089469413,78.495470597267,142.212753065298,4.529236581781492
17,0,0,0.1992903633739717,TN,0.0205507824546854,1.7592369676111828,67.11775664215062,158.05693600882438,5.077764552319959
18,4,1,0.8657919978367926,TP,0.0229299016834683,15.536113361498709,45.57224077700233,176.32818583563292,5.806990968951583
19,0,1,0.8811820971257754,FP,0.0201039203203549,20.959944338757403,45.66060901790831,167.6097359245359,5.421857495939624
20,0,0,0.1796435999743947,TN,0.0444589243092237,2.907618773442127,75.51251911760895,145.90417013126591,4.854548460521515
21,0,0,0.2318805235649322,TN,0.0287310877528268,1.121084162301293,72.39102590328183,153.83443880871795,4.652756863244366
22,0,1,0.8122235480518646,FP,0.0277417840123986,10.151846463860252,49.73897024341344,169.6653423523472,6.533731609562087
23,0,1,0.8618673136898456,FP,0.0580002391361301,21.874857998819397,47.59450008435621,173.3092070418323,5.468251223355558
24,0,0,0.2064243799716908,TN,0.0390026973851401,2.0840654430868493,70.8082312523662,160.92723044454982,4.967043706964306
