quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.2617594362815283,TN,0.0376171649948858,-3.158407734855945,73.50772786345391,220.6995578116693,8.261369755494007
2,0,0,0.3076103041980428,TN,0.1058353614716205,10.978646476116124,56.8898895286028,194.7817261505662,7.600655278400307
3,0,1,0.8558038217649262,FP,0.0090203278591992,18.521316079090813,37.5787299028317,204.2494915940059,8.428571428571429
4,0,0,0.2050764359887901,TN,0.0377903517675045,-0.1233452592331029,71.4410642340284,224.2375338763337,8.741134513231925
5,0,0,0.2129946942362687,TN,0.0346863092790776,-2.202786407049005,75.16717476041494,218.2987429267317,7.120751643916307
6,0,1,0.7827869362007864,FP,0.0638267421201553,11.910824487468265,51.44619972865592,197.99628593976595,7.8321298041040786
7,1,1,0.8731499983210602,TP,0.0366163003663003,16.333672785547783,45.64638853069566,206.48278326409323,7.8741760703392
8,0,0,0.1756183405169094,TN,0.0531811666519905,1.3815647527939494,73.3984262039657,219.49459916643016,8.124905815354285
9,0,0,0.2184726989894033,TN,0.0340628135606479,-3.352941176493755,71.66184431098897,220.0331621676646,7.310425181549352
10,0,1,0.8169966090774287,FP,0.052233654924064,11.56096650759556,48.35593847508126,186.27521286117647,7.493969022281648
11,0,1,0.8489026946305344,FP,0.0839102854915189,15.856476117315236,53.23352628187958,199.5945191541976,7.705667096635161
12,0,0,0.1826570036822382,TN,0.0385434203424308,0.3329669325083623,69.95797903368786,212.8567193658304,7.810647752915626
13,0,0,0.1842900706444313,TN,0.0361261204584934,-1.535793911483536,64.82833736736774,209.97612193644883,8.081609024767886
14,0,0,0.3086510805667171,TN,0.0893305194711059,9.887198133759023,54.73435220199024,191.3518044373453,7.670951287975827
15,1,1,0.8613857362330555,TP,0.0286982527889128,17.116466553399626,45.167665223884114,190.1427034773975,7.652681314193231
16,0,0,0.1757558064543608,TN,0.0556427311748466,1.5914263245491482,73.02930235749353,211.37620758019887,8.036971754694845
17,0,0,0.1940508057855061,TN,0.022429012299529,-0.6771026507913298,63.33725857594674,202.77357229736631,8.963460614101841
18,0,1,0.3921907666240882,FP,0.0369334904728662,12.985281512533431,43.68126350351549,189.04593331713664,7.916527514023825
19,4,1,0.8589877775915506,TP,0.0335023530750636,18.142661596020982,44.504729644378656,193.41902322262365,7.821456762101376
20,0,0,0.1828757957776986,TN,0.0625980754076391,0.4363403049809542,70.66074586561022,216.8644457124201,9.206927565496573
21,0,0,0.2000576630180759,TN,0.0308157523890951,-0.753869127983942,68.21637918682629,198.59882689445732,7.736923755174208
22,0,1,0.3806499961653965,FP,0.0667232446043251,7.636031887187412,54.65412647497273,181.72201522858825,7.985114901931872
23,0,1,0.8636941640340504,FP,0.0490447219356568,19.631808567129493,44.89398124499629,194.38990443604072,7.513106141431272
24,6,0,0.2078387529766445,FN,0.0350176226470169,-0.2060257189652205,68.14409480465547,219.2637861875109,8.172819959992152
