quarter,actual,pred,pred_prob,outcome,precipitation,temperature,relative_humidity,wind_direction,wind_speed
1,0,0,0.1673352095685817,TN,0.1022033187695838,-3.425849000397193,89.57889800962091,122.65316209894526,5.765309038351209
2,0,0,0.2156155901829673,TN,0.0966506543102287,10.515843939748196,70.83830382383573,138.80258688120392,7.611581531943234
3,0,1,0.7690370833644729,FP,0.0156721782890007,17.99641119125303,47.72709273113659,120.9816704982054,8.160219971138375
4,0,0,0.1649924857420221,TN,0.0738558541481981,-1.0141847208520096,84.56305512495595,115.16702921226502,5.05855929777058
5,0,0,0.1648651605360261,TN,0.0703027227832706,-1.760355637823768,81.66444572863371,124.12646354831465,5.818654954198773
6,0,0,0.2314500810258108,TN,0.0553724053724053,11.187150782964924,63.90107026484272,127.2903239183947,7.408700784305344
7,0,0,0.2337066620193938,TN,0.0396795975109228,16.470697074010328,53.71463325830796,115.49071009311976,7.533684738955822
8,0,0,0.1683254998221362,TN,0.1049829209335187,0.5411236957336517,86.02589755033516,121.53342694847603,4.793669826913179
9,0,0,0.1654724638574775,TN,0.0767100157963829,-3.0092985543212154,76.13185440130813,114.67587824739702,6.190497659140755
10,0,0,0.2429192971651126,TN,0.0668901712451521,11.04792695582278,60.76494582672976,128.8525464051139,7.306151779108553
11,0,1,0.7256042304561481,FP,0.0797619047619047,15.580364960243006,64.24451666219959,129.59638836772984,7.265526445099616
12,0,0,0.1661851404965214,TN,0.0795304284999605,-0.076715171887735,80.21218365370609,123.87055861572054,5.081804809314325
13,0,0,0.1648214576520226,TN,0.0560770615631482,-1.7726088177333874,76.22650028069732,118.93403278170396,5.664400657950323
14,0,0,0.1808935290992904,TN,0.0736707902875567,9.875717246825031,63.59395768901756,135.65810412142747,7.902361211642648
15,6,1,0.6753401062656085,TP,0.0277711419015766,17.042619282672977,53.56960834259158,125.22002798580849,7.9072164673984995
16,0,0,0.1654542959302079,TN,0.0840264525893268,0.525276918690092,85.9318259086223,132.64978011010945,5.239570858283433
17,0,0,0.1654417390555827,TN,0.0681037115843237,-1.949756006160976,75.98537839389775,135.71956334771704,6.147871381221382
18,0,1,0.3833792467950118,FP,0.0363978715414398,11.998545990627138,53.92087201792861,128.85647558902022,7.966990360211501
19,0,0,0.3389919475869458,TN,0.0601277923869159,17.25399403848891,55.856665319489856,124.31179265169528,7.386547424936608
20,0,0,0.1656771831056935,TN,0.0985522002706909,-0.550328524071941,82.82551545020883,136.76160199130405,4.978303719162785
21,0,0,0.1657737817968802,TN,0.0632822297133891,-1.9705650522317188,76.05168838810144,132.8687781656079,5.328731316321896
22,0,0,0.3395231889810341,TN,0.0669326273631334,6.358791677697451,57.086660014255166,144.22534012150837,7.7717783389335775
23,3,1,0.5062047175775655,TP,0.0627675981864508,18.30811435839286,57.44559262535888,140.22173970209326,7.797636242453139
24,0,0,0.1752046633841943,TN,0.0658492594362159,-1.2623838389870996,81.3080685618729,144.81368848542758,5.439648530817009
